timestamp,speaker,words,tags,timelink
,DB:,"So, would you please describe kind of your typical compositional practices when you first started writing professionally, like at Iowa, and maybe a little past that area? How were you writing? Were you handwriting? Were you using a typewriter? Did you keep a notebook, things like that?",early; paper; between; prompt; highlight,
[00:15:00],MR:,"I don't think I kept a notebook in those days. When I went to Iowa, I was writing five poems a week. It was fun and easy-""Hey! This is easy!"" And occasionally changing a word or two, and all by hand. I mean I would have to type it up at some point and that was on a typewriter in those days. A manual typewriter, I think. That changed in my second year there. I guess I just hit a wall and saw that I couldn't write the poem I wanted-or hoped to write-in one draft. And started multiple-drafting much more frequently, almost always. Most of the poems in my first book were written that way, and not the old way.",early; paper; between; prompt; highlight,900
,DB:,"How did that work, like just nitty-gritty wise?",early; paper; between; prompt; highlight,
[00:16:10],MR:,"Well, again, it's always been going back and-I mean, it's mostly handwritten over, and over, and over, and over, and over again, starting from the beginning. I never have been able to do it any other way. First word first. First syllable first. All the way to the end. Sometimes, I will have a whole-in fact, in the happiest times-I will have a whole draft to work from. But there really isn't any way to formalize it because everyone's different. Every single piece I've ever written comes differently, has different problems. William Maxwell said he learned nothing about writing the next novel from writing the last one. It does feel to me sort of like I'm inventing the wheel every time out, and they just don't resemble each other. I have written poems in single drafts-not very often, but-I've also written 250 drafts of a poem and still not finished it, and it ends up in the brown box. I have finished poems that I started 25 years earlier, because for whatever reason-you know, my life is changed, I've changed a little, I hope-and I saw the solution to the problem, that was insoluble. It really is like doing problems, I think. At that stage of composition, at least. The ideas kind of that you get something that compels you. Isn't that how it is? It drives you through to it's finished, and that finish may take a while or not. It might take forms, there can be snags along the way. There can be endings that don't come, but it isn't linear-there are problems that occur. Structural problems, and so forth.",early; paper; between; prompt; highlight,970
[00:18:32],DB:,"In terms of how this is going, kind of physically-you say you just write a draft and you never go back and cross it out? Or do you write another draft, and another draft, and another draft, all handwritten? I'm just trying to clarify.",revision,1112
,MR:,"No, I will cross things out, or write-in alternatives on the side.",revision,
,DB:,On the one sheet of paper?,revision,
,MR:,"Yeah. I don't recopy the whole draft every single time-which I guess is what I indicated before-but not if it's just messing with tweaks. But sometimes the snag will get hit at line-whatever-5. Then, I will start all over again, or at line 25. I just have to have the whole thing in my head at a certain point, but rarely before a whole draft is there. I will go to the computer and type it up, and then it helps to see it printed-out. I don't work on the screen. I print it out and then work on it some more by hand.",revision,
,DB:,Is the way that you do it with the computer now the same way that you used the typewriter?,early; change,
,MR:,"Essentially. I mean, I guess maybe sometimes I do make little changes on the screen. You know, if I'm typing it up again or something, that will perhaps provoke-probably very minor-changes. Changing an article or-you know.",early; change,
,DB:,Yeah. But never anything very substantial.,early; change,
,MR:,"Well usually not, is my recollection.",early; change,
[00:20:28],DB:,"And the handwritten composition pieces, where do they exist, physically? Are they in a notebook? Are they on just regular pieces of paper, or-?",paper; prompt,1228
,MR:,"They're on yellow-well, actually I do have two things. You're making me see how idiosyncratic I am. I guess everybody probably is. What I do is I take a piece of white typing paper-usually it has something written on the other side of it-I will fold it in half, and I will start writing on one side of it. And, you know, if that goes on-if it's longer than that-I will go to the other side. And then when I have to store them, I will shove them together, you know, in a way that they can be folded-in inside, and the latest one will be on top. But also, I will write on yellow pads, and that'll come into the process. And then there are the typed sheets. It all sounds pretty chaotic when I say it, or really compulsive.",paper; prompt,
,DB:,"But is it usually that progression? It starts on typing paper, moves to the yellow sheets, and then to the computer?",paper; prompt,
,MR:,"Well, it varies. Sometimes, there are no yellow sheets. But I will never start composing a poem on the typewriter, or on a computer. Ever. That doesn't happen. It's all by hand. So it always goes that way.",paper; prompt,
[00:22:13],DB:,"In terms of your prose work, does that start on the computer?",paper; printdig,1333
[00:22:16],MR:,"Yeah. For some reason, I can write prose on the computer-and prefer to write it on the computer-because I will change a lot as I am writing. But why that would be specific and, you know, so distinct from one to the other, is a mystery to me. Maybe just because that I originally wrote prose by hand, too. I only stopped writing it by hand, I think, about 20 years ago. I think I wrote Secret Life on the computer.",paper; printdig,1336
,DB:,On the computer?,,
,MR:,Maybe when computers came in.,,
,DB:,That was sort of what led to more writing?,early; change,
,MR:,"I think mostly, yeah. That was in the '80s. I had one of those enormous things with a huge processor.",early; change,
,DB:,Did you note a difference once you weren't using the typewriter anymore and you moved to the computer?,early; change,
,MR:,"Well, one great thing about it was that you could make changes, and you didn't have to retype the whole thing, which is what you had to do before that.",early; change,
,DB:,"And had you composed prose longhand? I mean, did you ever do that?",early; paper; change,
,MR:,"Yes. Most of the essays in my book of essays, which was published in 2000, were composed longhand.",early; paper; change,
,DB:,"And those essays, though, were they written earlier? I'm assuming much earlier than 2000?",early; paper; change,
,MR:,"Quite a few of them were, but maybe the last ones in it were composed on a computer-that's, in fact, likely.",early; paper; change,
[00:24:23],DB:,"So, the computer came in in kind of the late '80s-did you notice, as computers got more powerful, did anything change then? Or does it feel basically the same since the first time?",early; paper; change,1463
,MR:,"Well that first time, before you were born-",,
,DB:,"No, I was born.",,
,MR:,"Yeah but they, you know, they were so slow. But at that time, it seemed like magic, just that being able to change it. So yeah, of course it has changed. Everything has accelerated-you can look up stuff, look up definitions of words. I would often write with a dictionary. I never have called a poem finished before I looked up most of the words in the poem. I like to see how the etymologies work in relationship to one another before I call something ""finished."" Now you can do a lot of that on the computer.",early; prompt; change,
,DB:,And now have you moved from using physical dictionaries to-?,early; prompt; change,
,MR:,"I still have them. They are next to my chair upstairs. I still like to do that. But yeah, I'm not systematic about it. I'll look up things on the computer, too.",early; prompt; change,
,DB:,"Okay. And so when you first started using the computer, were you also always printing out? You never really worked on the screen even in the early days?",early; prompt; change,
,MR:,Yes.,early; prompt; change,
,DB:,"So now we're going to move kind of the revision section-we're talking about both, and that's fine.",,
,MR:,Okay.,,
[00:26:40],DB:,So you spoke some about your revision practices when you first started as being fairly small. What was it prompted this sort of the change to move into a more robust revision strategy?,revision,1600
,MR:,"Well, the poem that I wanted-needed, or could see-to write couldn't be written in a single draft. So I guess I'd get something that felt rich enough, and compelling enough, to keep pounding. And that did seem to create a sort of breakthrough for me.",revision,
,DB:,"Did you learn this revision technique? Did other people influence you in developing this, or was it something that you kind of built on your own?",revision,
,MR:,"Well, I had been taking workshop at the University of Iowa for a year, but it's not my memory that we ever really spoke about that. And so it was really compelled from the inside-out. It was more that the piece just wouldn't yield, and yet it wasn't going to be thrown away, either-there was something in it. So I don't know-my relationship to the whole enterprise shifted. I just started working more slowly in the sense of not less-probably, in fact, more-it just got finished a lot more slowly. And there were a lot less poems. And now I write very few. I mean I write a lot of poems still, but it seems like 1 out of 100 starts comes to fruition, at most.",revision; career,
[00:28:39],DB:,"Okay. Your style of revision-are you adding, are you subtracting, or are you sort of substituting? Or is it a combination of those?",revision; highlight,1719
,MR:,"I'm pushing into it. I'm pushing as far down into it-and as far out-as I can, with attention to all the aspects of poetry as I understand it and hope that the poem embodies, you know? Rich Wilbur said, ""My intention in writing a poem is to exhaust the subject."" I don't ignore that. I don't ignore-in my own mind, at least-anything. I want everything to be working on eight cylinders, and of course I never achieve that. It's an impossible ideal. But I'm trying to grow into the language. I'm trying to grow deeper into the subject. I'm trying to make the story-if there is one, or one implicit-I'm working with every aspect of it. But it's essentially  getting a line that might be a beginning, and that it contains everything else. That's the weird and sort of mystical aspect. It's all in that piece, and it's driving you to complete it.",revision; prompt; highlight,
,DB:,"Yeah, and how do those lines come to you?",prompt; highlight,
,MR:,"Randomly. Sometimes when I'm reading. I was reading this morning and it sparked something and I wrote it down, but it probably will never see the light of day. Or in the middle of the night-I have to get up out of bed and turn on the light, write down the line. But it almost never sees the light of day. I have various repositories for these lines, but it's gotten pretty disorganized, too. I used to be a lot better at keeping them in one place, but I do try to dig it all out and look at it sometimes, especially when I'm dry, or, because of teaching, I haven't been able to work on my writing for a while. So to get started again, I'll just look at all this-what to me is-raw material. But raw material can come from anywhere. It can come from somebody else's writing, too. But it has mostly got to come from my own.",prompt; highlight,
[00:31:36],DB:,"And so, for a line that you wake up in the middle of the night to write down, what do you write it down on?",prompt; highlight,1896
,MR:,"Well, I can write it in my journal. I keep a journal now, a handwritten journal. Or I can just write it on a piece of folded paper.",prompt; highlight,
,DB:,How is the journal related to the writing at this point? Have you been doing that your whole career or is that a more recent development?,prompt; highlight,
[00:32:02],MR:,"No, I've been doing that for about the last 15 years. The journal, for me, is a separate enterprise. It's just the kind of vomiting that I probably wouldn't want anybody else to ever read. But there is stuff in it sometimes, you know. I have gone through the exhausting, narcissistic process of rereading the journals sometimes, and right now what I have started doing is I write the journal in black ink and if there's something that I want to remember for writing-prose, poetry-I will underline it in blue, so that I can go back through it and see what those things are.",prompt; highlight,1922
,DB:,"Okay. So you say that you're still writing a lot, but there are a lot fewer that are coming up to that level. I mean, how has that changed over the course of your career? Were they more kind of bubbling-up, or do you have higher standards at this point?",career; revision,
,MR:,"It's not really standards. I mean, I want it to be as good as it can be, always. So the standard is, you know-that's the standard. Whether or not I ever achieve it-or how often I do-is unfortunately not for me to say. Because I would say that it pretty much either achieves that standard and simultaneously doesn't. So again, it's just my audience for a poem is the poem. What anybody else thinks of it-or even what I think of it-doesn't matter at all. To me, what I want to do is get the poem to come off of the page and become a thing. So, you know, again, whether or not I'm doing that, that's sort of the illusion that I'm under.",career; revision; prompt; highlight,
,DB:,"How do you know when it's a ""thing""?",revision; prompt; highlight,
,MR:,I don't know. Except I do know. I'm talking like a Zen...,revision; prompt; highlight,
,DB:,"Yes, yes. I mean, it is almost certain.",revision; prompt; highlight,
,MR:,"I mean, I don't really know how to answer that because again, it depends upon the piece, so it's contingent. But I interrogate my work brutally. I would never want anyone to talk to anyone else the way that I talk to my poems. I ask them at every moment, ""Are you interesting? Are you interesting? Are you interesting? Is this engaging?"" Every nanosecond of the piece, I want it to be-Keats said, in his letters, he wanted ""to load every rift with ore."" And he was talking about sound, mostly, in that particular context. But that's what I want to do. Every moment provides an opportunity, and you just don't want to lose your attention to that.",revision; prompt; highlight,
[00:35:45],DB:,"Right. Has your definition of ""interesting"" become slimmer as your practices have been going forward?",revision; prompt; highlight,2145
,MR:,"I think it has actually become wider. I think I'm a little bit-not much-but a little less obsessive, and a little less tunnel-vision than I was when I was younger. But my taste has not really changed in music, in painting, in poetry. You know, I've discovered new things along the way, but I remember seemingly consistent, and hide-bound.",revision; prompt; highlight,
[00:36:33],DB:,What role do other people play in your revision process?,revision,2193
,MR:,"Well, I have trusted readers, some of whom I've had for a very, very long time. I think what you want in a reader is somebody who loves your work-and maybe loves you-but will tell you the truth about a piece. Even to the point of saying, ""This really doesn't work at all, and belongs in the bone pile,"" but who will tell you, at every place, what doesn't work for them. And you can get a group of these responses, and you can see which ones are useful. I've changed things because of those responses, but I also have not changed things.",revision,
[00:37:28],DB:,How does that work in a logistical way? Has that changed pretty dramatically?,revision,2248
,MR:,"No it hasn't. It's just a question. I mean, it's like going to a shrink or something, or talking to a friend, or a spouse-it gives you new eyes. You need new eyes. Then you're able to process that response, because it's concrete. It's not abstract. You can only interrogate it so far by yourself, and then you need somebody to tell you, ""This is working,"" or, ""This isn't.""",revision,
,DB:,Are you now sending these over email?,,
,MR:,Yeah.,,
,DB:,And before there was email?,,
,MR:,Through snail mail.,,
,DB:,But it was a similar process?,,
,MR:,Same thing.,,
,DB:,Do you find the immediacy of email has changed it?,,
,MR:,"We've become terribly spoiled by the immediacy of email. I mean, you send something off and you expect something is going to come back in the next 3 minutes. If it's something you're particularly looking for, you check your email 712 times a day. It takes a real discipline for me not to do that, because I would spend all my time doing that, otherwise.",,
[00:39:14],DB:,"So this is the kind of organizational archival portion. How do kind of keep track of all the work that you have, coming from beginning to end? Like, say, just one poem for instance. Do you have many going at the same time, or are you always working on one, and then that comes and you move on to the next?",,2354
,MR:,"I never have been able to do more than one thing at a time, ever. And so if I'm working on an essay, that's all I'm working on. If I'm working on a poem, that's all I'm working on. If I'm working on a nonfiction piece, that's all I'm doing. I just don't have the capacity. I might, you know, still have lines of poems in the middle of the night or come to me, and I will write them down, but I don't work on those. I never bring anything to completion, stop this and do this, and go back to that. I just have to totally immerse myself in what I'm doing.",prompt; revision; mss,
,DB:,"And so, once that becomes version 10, or whatever, on the computer, and then you've moved onto the next, how do those then coalescence into a collection?",mss,
[00:40:36],MR:,"Well, I have the final drafts of each of the poems, at a certain point. Most books of poems are about 40 poems, about 50, 60 pages-at least mine are. So, usually somewhere in the 30s, the book will start to take shape. There might be a great number of those that won't make it into the book. Some will seem too weak. I've published quite a few poems in magazines that didn't go into any collection ever. So there is a process of winnowing at that point, and even more revision of individual pieces. But I will take it out of the folder that it's in-you know, it will be X-10, Y-25 or whatever the piece is-and then I'll take the final version and just save it into the book folder. You know, I'm still working in the compositional folder, but it will then be, ""These are finished, and these are going to go into a book.""",mss,2436
[00:42:08],DB:,"And then when you are putting together the order, when you have maybe all of the poems ready, how do you go about doing that?",mss; paper; between,2528
,MR:,"Well, they'll all be printed out in their final versions, and I'll mess with them. I'll mess with the paper. I couldn't do it any other way.",mss; paper; between,
,DB:,"Yeah. And do you have any other rituals or things for doing that? Do you put them all out on the wall, or something like that?",mss; paper; between,
,MR:,"I've heard of people who do that-they spread them out on the floor and stuff-but I've never done that. I do make, sometimes, arbitrary decisions. I don't like-though I used them earlier on-sections. I don't do that anymore. I don't think that's in my last work-I should probably check. I mean, my preference is for it to be one thing.",mss; paper; between,
,DB:,"So, some of this collection work hasn't changed-I mean, small things, like not using sections anymore, and things like that. Do you notice any other changes from your earlier career to now?",mss; revision,
,MR:,In terms of?,mss; revision,
,DB:,"Composing, say, the book as a whole once you're at that finished stage?",mss; revision,
,MR:,"No. I can't really say so. It's, again, a process of trying to realize it as best you can and also to not publish it until it's ready to be published. And I certainly didn't choose to take-it's about 10 years between books of poems,, on the average but I also did write three other books. So, they took some time as well, but I've never been anxious to put something out before I was happy with it.",mss; revision,
[00:44:33],DB:,"Okay. So, that's sort of the basic sort of process portion. Is there anything else you think you should mention or we should talk about? I mean this is going to be kind of another short answer portion, like a lot of the computer questions, basically.",,2673
,MR:,"Well, no.",,
,DB:,That's fine.,,
,MR:,"I mean there's also infinite subjects to talk about but, you know, I think the most interesting part of this for thinking about making it into a magazine thing was the questions about composition.",,
,DB:,"Yeah. So, these are kind of the more, I guess, blunter questions about computer use, and I think we mentioned some of these. When did you start using computers on a regular basis? Late 80s?",early,
,MR:,Probably mid-80s.,early,
,DB:,Mid-80s?,early,
,MR:,It was pretty early.,early,
,DB:,Okay. And how did you have access to a computer? Was it a personal computer?,early,
,MR:,I bought it.,early,
,DB:,You bought it?,early,
,MR:,"It cost a lot of money, too. At least I didn't have much at the time.",early,
,DB:,Yeah. What drove you to make that purchase if it was a larger one?,early,
,MR:,"Friends had told me-who were writers-that, ""You've got to do this. This is amazing and wonderful. Do it."" The program assistant at Warren Wilson knew computers, and so I could take some tutorials with her, and she showed me how to do it. And a lot of the writers-it's a low-residency program; two weeks every six months-a lot of the writers were going to her at that time.",early; change; highlight,
,DB:,Did you agree with your friends that it was this great thing to have once you had it?,early; change; highlight,
,MR:,"Again, it was great to be able to change things without typing them all out again-and that's pretty much all you could with it. There was no internet. There was no email. All it was was a word processor.",early; change; highlight,
,DB:,"Did that have any effect on your style, or on your process?",early; change; highlight,
,MR:,"Not that I could track. I wrote letters first on the computer. It was still snail mail and so, I was composing letters on the computer. But I would compose letters on the typewriter, too. I've always done that, and not written letters by hand-I'd always typed them. But I liked being able to-you see me doing this with my fingers. I liked being able to do that. And I think that's what led me to start composing prose on the computer, because it was easier for me write physically.",early; change; highlight,
[00:47:54],DB:,"I know you've been working in rhymed verse, or in formal rhymed verse, since the beginning, but I feel like it's increased more as you've gotten into your later career. That was one of things I was wondering when I was reading your stuff again for this interview. It doesn't seem that the computer really has any play in that-like, I thought there might be an easier way to work with rhyme or something like that, but you're still mostly doing that all on paper?",change; revision,2874
,MR:,"Yes. But I have looked up-I confess-rhyming pairs. There are rhyming dictionaries online. So, sometimes I've used those just to see what the options are.",change; revision,
,DB:,Right.,,
,MR:,"I want to write a rhymed poem as if you don't even know it's rhymed, unless it's purposeful that you do know it's rhymed. So, yes, in that aspect of it. But in terms of composition? No.",,
[00:49:11],DB:,"Okay. How was your relationship with the computer changed? I guess that's a very weird question, but I guess I'm wondering how you feel about the files themselves? Were you always kind of conscientious about trying to save them, or are they more of means to an end?",,2951
,MR:,"I don't really think about that much. I think I've had a few computers crash-I don't remember. Did I ever lose anything? I don't recall. I don't think so. Not poetry, anyway. But what did I do before computers? How did I save stuff? I think just in the folder. And I still do that. I still keep a physical folder of finished poems. I have the poems I finished since This Morning-",,
,DB:,"This Morning, the book, not-",,
,MR:,"This Morning, right. Yeah. That would be a lot for me. Since 2012, they are in just a file folder upstairs, the paper copies. The finished book, the final drafts.",,
,DB:,"Do you have any sort of ""dear"" feelings for like, say, maybe some of the paper, maybe the hand-written work, or anything like that? Do you try to protect it? Do you kind of give it extra attention in any way?",files,
,MR:,"Well, I do invite it to dinner every once in a while. I take it to the movie when it feels neglected. And I pet it, sometimes. Speak very soft, kind words. Um-no.",files,
[00:51:15],DB:,The computer has more of a kind of ease of typographical flourishes. Have you ever used any of those options on the computer?,,3075
,MR:,No.,,
,DB:,Do you use spell check?,,
,MR:,"No. But I don't have spell check. I mean, the program will underline something in red if it's misspelled. If it's misspelled, I will correct the spelling, but I don't think I have an automatic-maybe I do? I don't know. I've never used it. I won spelling bees.",,
,DB:,"When you're writing are you connected? Well, when you write, you kind of compose mostly off the computer. I guess when you're typing it out, are you connected to the internet? Are you using the internet in any way with the poem?",,
,MR:,Poem?,,
,DB:,"Or with prose? I mean, either way?",,
,MR:,"Well, in the act of writing, again, for the most part, when I'm on the computer for a poem, I'm not composing. I am just typing. And then I might use the internet to look up a word or-I've never really been conscious, particularly, of the process. When I've written prose that involves a reference to something, or I'm trying to think of what the thing is that I want it to refer to, I'll look up stuff. The process of composing? Well, I guess I'm inside of it in the same way. I'm trying to make it rich in all the same ways, except the relationships among the language and structure and what you can do in a poem that you can't in a piece of prose, and vice versa. But yeah, I will. I'll go to something if I need to.",between; prompt; highlight,
,DB:,Can you pinpoint a point a time when the internet became more of an important part of your working or writing life?,change,
,MR:,"I don't even really remember very well. We went to France in 1997 and there was no internet. So, that's what-17 years ago? We had no email. I think internet was just kind of beginning, here. I remember a friend of mine, whose wife is a novelist, saying that his wife had sent her novel to her agent over ""the wire."" That was about that time, and I thought, ""My God! That's amazing!"" But, yeah-I don't really remember when it came into such a degree that it became something resembling what it is today. It seems like it was a very gradual process.",change,
[00:55:00],DB:,"Do you note, like, in maybe different books, or in your relation with publishers, that there was a difference or a change? I'm guessing your book of essays came out 2000-did you interact with the publisher there online? Did you do that with the selected?",change,3300
,MR:,"As I recall, there was email very shortly after we came back from France in 1997. So, those last three years of the century, email kind of just started to become the mode of communication. And yes-I was working with a copy editor who lived in San Diego, and we would send things back and forth and to the publisher, which was in Georgia. Yeah, it was all in place by then.",change,
,DB:,"Do you ever worry about the security or, sort of, fixity of the files, the computer files that you have now? Is that a conscious concern, or-?",,
,MR:,Like someone would get into it and-?,,
,DB:,"I guess more like the computer would crash, and you would lose them.",,
,MR:,"Well, you know, I have paper copies, and recovery methods are pretty sophisticated for hard disks. I have an old laptop in my closet that I thought to get the hard disk transcribed to a newer computer. I just have never done it. It's probably impossible, now-it's way out of date. But outside of that, one, I think, did crash. I've just taken whatever is on the hard disk of the old one and transferred it to the hard disk of the new one, and as I said, I believe this thing has automatic backup on it.",paper; future; files,
,MR:,"I don't know how they do that but I'm pretty ignorant of all these stuff, and willfully so. It just would suck up too much of my time to learn about it. But I do know writers who are really pretty expert, and probably it ends up using less of your time once you learn it. But I have a physical aversion to reading manuals, so I can't do it. So, I have a computer guy-a very nice guy. If any of us-my wife, my daughter, or I-have any problems, I call him up. He's usually here within a couple of hours.",files; future,
,DB:,Okay. How often do you see this gentleman?,files; future,
,MR:,"Well, only when we have a problem, but he also has that ""log me in,"" I think it's called? So, he has all three of our computers accessed-everything on them-from his office. So, I hope he continues to like me. I overpay him and-",files; future,
,DB:,That's probably wise.,files; future,
